Tournament,Date,Series,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Winner_rank,Loser_rank
Monte Carlo Masters,2017-04-19,Masters 1000,Clay,2nd Round,Lopez F.,Zverev A.,Zverev A.,39,20,20,39
Monte Carlo Masters,2017-04-19,Masters 1000,Clay,2nd Round,Muller G.,Murray A.,Murray A.,28,1,1,28
Monte Carlo Masters,2017-04-19,Masters 1000,Clay,2nd Round,Lorenzi P.,Pouille L.,Pouille L.,37,17,17,37
Monte Carlo Masters,2017-04-19,Masters 1000,Clay,2nd Round,Nadal R.,Edmund K.,Nadal R.,7,45,7,45
Monte Carlo Masters,2017-04-19,Masters 1000,Clay,2nd Round,Bautista Agut R.,Schwartzman D.,Schwartzman D.,18,41,41,18
Monte Carlo Masters,2017-04-20,Masters 1000,Clay,3rd Round,Berdych T.,Cilic M.,Cilic M.,12,8,8,12
Monte Carlo Masters,2017-04-20,Masters 1000,Clay,3rd Round,Ramos-Vinolas A.,Murray A.,Ramos-Vinolas A.,24,1,24,1
Monte Carlo Masters,2017-04-20,Masters 1000,Clay,3rd Round,Wawrinka S.,Cuevas P.,Cuevas P.,3,27,27,3
Monte Carlo Masters,2017-04-20,Masters 1000,Clay,3rd Round,Goffin D.,Thiem D.,Goffin D.,13,9,13,9
Monte Carlo Masters,2017-04-20,Masters 1000,Clay,3rd Round,Zverev A.,Nadal R.,Nadal R.,20,7,7,20
Monte Carlo Masters,2017-04-20,Masters 1000,Clay,3rd Round,Carreno Busta P.,Djokovic N.,Djokovic N.,19,2,2,19
Monte Carlo Masters,2017-04-21,Masters 1000,Clay,Quarterfinals,Ramos-Vinolas A.,Cilic M.,Ramos-Vinolas A.,24,8,24,8
Monte Carlo Masters,2017-04-21,Masters 1000,Clay,Quarterfinals,Cuevas P.,Pouille L.,Pouille L.,27,17,17,27
Monte Carlo Masters,2017-04-21,Masters 1000,Clay,Quarterfinals,Goffin D.,Djokovic N.,Goffin D.,13,2,13,2
Monte Carlo Masters,2017-04-21,Masters 1000,Clay,Quarterfinals,Schwartzman D.,Nadal R.,Nadal R.,41,7,7,41
Monte Carlo Masters,2017-04-22,Masters 1000,Clay,Semifinals,Ramos-Vinolas A.,Pouille L.,Ramos-Vinolas A.,24,17,24,17
Monte Carlo Masters,2017-04-22,Masters 1000,Clay,Semifinals,Goffin D.,Nadal R.,Nadal R.,13,7,7,13
Monte Carlo Masters,2017-04-23,Masters 1000,Clay,The Final,Nadal R.,Ramos-Vinolas A.,Nadal R.,7,24,7,24
Open Banco Sabadell,2017-04-25,ATP500,Clay,2nd Round,Edmund K.,Thiem D.,Thiem D.,42,9,9,42
Open Banco Sabadell,2017-04-25,ATP500,Clay,2nd Round,Zverev M.,Evans D.,Evans D.,35,43,43,35
Open Banco Sabadell,2017-04-27,ATP500,Clay,3rd Round,Thiem D.,Evans D.,Thiem D.,9,43,9,43
Open Banco Sabadell,2017-04-27,ATP500,Clay,3rd Round,Lopez F.,Murray A.,Murray A.,40,1,1,40
Open Banco Sabadell,2017-04-27,ATP500,Clay,3rd Round,Bautista Agut R.,Ramos-Vinolas A.,Ramos-Vinolas A.,18,19,19,18
Open Banco Sabadell,2017-04-28,ATP500,Clay,Quarterfinals,Ramos-Vinolas A.,Murray A.,Murray A.,19,1,1,19
Open Banco Sabadell,2017-04-29,ATP500,Clay,Semifinals,Thiem D.,Murray A.,Thiem D.,9,1,9,1
Open Banco Sabadell,2017-04-30,ATP500,Clay,The Final,Nadal R.,Thiem D.,Nadal R.,5,9,5,9
Gazprom Hungarian Open,2017-04-25,ATP250,Clay,1st Round,Haase R.,Schwartzman D.,Haase R.,46,34,46,34
Gazprom Hungarian Open,2017-04-29,ATP250,Clay,Semifinals,Pouille L.,Lorenzi P.,Pouille L.,14,38,14,38
Millenium Estoril Open,2017-05-06,ATP250,Clay,Semifinals,Carreno Busta P.,Ferrer D.,Carreno Busta P.,21,31,21,31
Millenium Estoril Open,2017-05-07,ATP250,Clay,The Final,Carreno Busta P.,Muller G.,Carreno Busta P.,21,28,21,28
Istanbul Open,2017-05-04,ATP250,Clay,2nd Round,Troicki V.,Khachanov K.,Troicki V.,38,42,38,42
Istanbul Open,2017-05-05,ATP250,Clay,Quarterfinals,Cilic M.,Darcis S.,Cilic M.,8,49,8,49
Istanbul Open,2017-05-05,ATP250,Clay,Quarterfinals,Tomic B.,Raonic M.,Raonic M.,40,6,6,40
Istanbul Open,2017-05-06,ATP250,Clay,Semifinals,Cilic M.,Schwartzman D.,Cilic M.,8,46,8,46
Istanbul Open,2017-05-06,ATP250,Clay,Semifinals,Troicki V.,Raonic M.,Raonic M.,38,6,6,38
Istanbul Open,2017-05-07,ATP250,Clay,The Final,Cilic M.,Raonic M.,Cilic M.,8,6,8,6
BMW Open,2017-05-05,ATP250,Clay,Quarterfinals,Zverev A.,Struff J.L.,Zverev A.,20,48,20,48
BMW Open,2017-05-06,ATP250,Clay,Semifinals,Bautista Agut R.,Zverev A.,Zverev A.,18,20,20,18
Mutua Madrid Open,2017-05-07,Masters 1000,Clay,1st Round,Fognini F.,Sousa J.,Fognini F.,29,41,29,41
Mutua Madrid Open,2017-05-07,Masters 1000,Clay,1st Round,Khachanov K.,Goffin D.,Goffin D.,42,10,10,42
Mutua Madrid Open,2017-05-08,Masters 1000,Clay,1st Round,Dimitrov G.,Kohlschreiber P.,Dimitrov G.,12,37,12,37
Mutua Madrid Open,2017-05-08,Masters 1000,Clay,1st Round,Simon G.,Monfils G.,Simon G.,32,16,32,16
Mutua Madrid Open,2017-05-08,Masters 1000,Clay,1st Round,Sock J.,Mahut N.,Mahut N.,15,48,48,15
Mutua Madrid Open,2017-05-09,Masters 1000,Clay,1st Round,Tomic B.,Harrison R.,Harrison R.,39,47,47,39
Mutua Madrid Open,2017-05-09,Masters 1000,Clay,1st Round,Karlovic I.,Bautista Agut R.,Karlovic I.,22,21,22,21
Mutua Madrid Open,2017-05-09,Masters 1000,Clay,1st Round,Schwartzman D.,Ramos-Vinolas A.,Schwartzman D.,40,17,40,17
Mutua Madrid Open,2017-05-09,Masters 1000,Clay,1st Round,Verdasco F.,Zverev A.,Zverev A.,35,19,19,35
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Harrison R.,Kyrgios N.,Kyrgios N.,47,20,20,47
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Nishikori K.,Schwartzman D.,Nishikori K.,8,40,8,40
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Muller G.,Raonic M.,Raonic M.,26,6,6,26
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Haase R.,Berdych T.,Berdych T.,45,14,14,45
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Cuevas P.,Mahut N.,Cuevas P.,27,48,27,48
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Simon G.,Lopez F.,Lopez F.,32,38,38,32
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Nadal R.,Fognini F.,Nadal R.,5,29,5,29
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Dimitrov G.,Karlovic I.,Dimitrov G.,12,22,12,22
Mutua Madrid Open,2017-05-10,Masters 1000,Clay,2nd Round,Cilic M.,Zverev A.,Zverev A.,7,19,19,7
Mutua Madrid Open,2017-05-11,Masters 1000,Clay,3rd Round,Ferrer D.,Nishikori K.,Nishikori K.,30,8,8,30
Mutua Madrid Open,2017-05-11,Masters 1000,Clay,3rd Round,Djokovic N.,Lopez F.,Djokovic N.,2,38,2,38
Mutua Madrid Open,2017-05-11,Masters 1000,Clay,3rd Round,Raonic M.,Goffin D.,Goffin D.,6,10,10,6
Mutua Madrid Open,2017-05-11,Masters 1000,Clay,3rd Round,Zverev A.,Berdych T.,Zverev A.,19,14,19,14
Mutua Madrid Open,2017-05-11,Masters 1000,Clay,3rd Round,Thiem D.,Dimitrov G.,Thiem D.,9,12,9,12
Mutua Madrid Open,2017-05-11,Masters 1000,Clay,3rd Round,Nadal R.,Kyrgios N.,Nadal R.,5,20,5,20
Mutua Madrid Open,2017-05-12,Masters 1000,Clay,Quarterfinals,Zverev A.,Cuevas P.,Cuevas P.,19,27,27,19
Mutua Madrid Open,2017-05-12,Masters 1000,Clay,Quarterfinals,Nadal R.,Goffin D.,Nadal R.,5,10,5,10
Mutua Madrid Open,2017-05-13,Masters 1000,Clay,Semifinals,Nadal R.,Djokovic N.,Nadal R.,5,2,5,2
Mutua Madrid Open,2017-05-13,Masters 1000,Clay,Semifinals,Cuevas P.,Thiem D.,Thiem D.,27,9,9,27
Mutua Madrid Open,2017-05-14,Masters 1000,Clay,The Final,Nadal R.,Thiem D.,Nadal R.,5,9,5,9
Internazionali BNL d'Italia,2017-05-14,Masters 1000,Clay,1st Round,Young D.,Verdasco F.,Verdasco F.,45,37,37,45
Internazionali BNL d'Italia,2017-05-14,Masters 1000,Clay,1st Round,Ramos-Vinolas A.,Isner J.,Isner J.,19,24,24,19
Internazionali BNL d'Italia,2017-05-15,Masters 1000,Clay,1st Round,Pouille L.,Querrey S.,Querrey S.,16,28,28,16
Internazionali BNL d'Italia,2017-05-15,Masters 1000,Clay,1st Round,Zverev M.,Berdych T.,Berdych T.,32,13,13,32
Internazionali BNL d'Italia,2017-05-15,Masters 1000,Clay,1st Round,Del Potro J.M.,Dimitrov G.,Del Potro J.M.,34,11,34,11
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,1st Round,Cuevas P.,Mannarino A.,Cuevas P.,23,47,23,47
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,1st Round,Schwartzman D.,Sock J.,Sock J.,39,14,14,39
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,1st Round,Mahut N.,Paire B.,Paire B.,48,44,44,48
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,1st Round,Ferrer D.,Lopez F.,Ferrer D.,30,35,30,35
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,1st Round,Simon G.,Carreno Busta P.,Carreno Busta P.,31,21,21,31
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,2nd Round,Goffin D.,Verdasco F.,Goffin D.,10,37,10,37
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,2nd Round,Mayer F.,Isner J.,Isner J.,46,24,24,46
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,2nd Round,Cilic M.,Harrison R.,Cilic M.,8,42,8,42
Internazionali BNL d'Italia,2017-05-16,Masters 1000,Clay,2nd Round,Murray A.,Fognini F.,Fognini F.,1,29,29,1
Internazionali BNL d'Italia,2017-05-17,Masters 1000,Clay,2nd Round,Nishikori K.,Ferrer D.,Nishikori K.,9,30,9,30
Internazionali BNL d'Italia,2017-05-17,Masters 1000,Clay,2nd Round,Zverev A.,Troicki V.,Zverev A.,17,36,17,36
Internazionali BNL d'Italia,2017-05-17,Masters 1000,Clay,2nd Round,Carreno Busta P.,Bautista Agut R.,Bautista Agut R.,21,20,20,21
Internazionali BNL d'Italia,2017-05-17,Masters 1000,Clay,2nd Round,Thiem D.,Cuevas P.,Thiem D.,7,23,7,23
Internazionali BNL d'Italia,2017-05-17,Masters 1000,Clay,2nd Round,Paire B.,Wawrinka S.,Wawrinka S.,44,3,3,44
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Fognini F.,Zverev A.,Zverev A.,29,17,17,29
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Cilic M.,Goffin D.,Cilic M.,8,10,8,10
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Berdych T.,Raonic M.,Raonic M.,13,6,6,13
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Isner J.,Wawrinka S.,Isner J.,24,3,24,3
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Bautista Agut R.,Djokovic N.,Djokovic N.,20,2,2,20
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Del Potro J.M.,Nishikori K.,Del Potro J.M.,34,9,34,9
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Querrey S.,Thiem D.,Thiem D.,28,7,7,28
Internazionali BNL d'Italia,2017-05-18,Masters 1000,Clay,3rd Round,Nadal R.,Sock J.,Nadal R.,4,14,4,14
Internazionali BNL d'Italia,2017-05-19,Masters 1000,Clay,Quarterfinals,Cilic M.,Isner J.,Isner J.,8,24,24,8
Internazionali BNL d'Italia,2017-05-19,Masters 1000,Clay,Quarterfinals,Zverev A.,Raonic M.,Zverev A.,17,6,17,6
Internazionali BNL d'Italia,2017-05-19,Masters 1000,Clay,Quarterfinals,Nadal R.,Thiem D.,Thiem D.,4,7,7,4
Internazionali BNL d'Italia,2017-05-20,Masters 1000,Clay,Quarterfinals,Djokovic N.,Del Potro J.M.,Djokovic N.,2,34,2,34
Internazionali BNL d'Italia,2017-05-20,Masters 1000,Clay,Semifinals,Isner J.,Zverev A.,Zverev A.,24,17,17,24
Internazionali BNL d'Italia,2017-05-20,Masters 1000,Clay,Semifinals,Djokovic N.,Thiem D.,Djokovic N.,2,7,2,7
Internazionali BNL d'Italia,2017-05-21,Masters 1000,Clay,The Final,Djokovic N.,Zverev A.,Zverev A.,2,17,17,2
Geneva Open,2017-05-22,ATP250,Clay,1st Round,Haase R.,Zverev M.,Zverev M.,46,33,33,46
Geneva Open,2017-05-24,ATP250,Clay,2nd Round,Isner J.,Zverev M.,Zverev M.,22,33,33,22
Geneva Open,2017-05-25,ATP250,Clay,Quarterfinals,Zverev M.,Johnson S.,Zverev M.,33,26,33,26
Geneva Open,2017-05-25,ATP250,Clay,Quarterfinals,Wawrinka S.,Querrey S.,Wawrinka S.,3,28,3,28
Geneva Open,2017-05-26,ATP250,Clay,Semifinals,Zverev M.,Nishikori K.,Zverev M.,33,9,33,9
Geneva Open,2017-05-27,ATP250,Clay,The Final,Wawrinka S.,Zverev M.,Wawrinka S.,3,33,3,33
Lyon Open,2017-05-24,ATP250,Clay,2nd Round,Simon G.,Edmund K.,Simon G.,32,50,32,50
Lyon Open,2017-05-25,ATP250,Clay,Quarterfinals,Simon G.,Berdych T.,Berdych T.,32,14,14,32
Lyon Open,2017-05-26,ATP250,Clay,Semifinals,Raonic M.,Berdych T.,Berdych T.,6,14,14,6
Lyon Open,2017-05-27,ATP250,Clay,The Final,Tsonga J.W.,Berdych T.,Tsonga J.W.,13,14,13,14
French Open,2017-05-28,Grand Slam,Clay,1st Round,Mayer F.,Carreno Busta P.,Carreno Busta P.,44,21,21,44
French Open,2017-05-28,Grand Slam,Clay,1st Round,Thiem D.,Tomic B.,Thiem D.,7,39,7,39
French Open,2017-05-29,Grand Slam,Clay,1st Round,Darcis S.,Raonic M.,Raonic M.,38,6,6,38
French Open,2017-05-29,Grand Slam,Clay,1st Round,Paire B.,Nadal R.,Nadal R.,45,4,4,45
French Open,2017-05-30,Grand Slam,Clay,1st Round,Kyrgios N.,Kohlschreiber P.,Kyrgios N.,19,43,19,43
French Open,2017-05-30,Grand Slam,Clay,1st Round,Verdasco F.,Zverev A.,Verdasco F.,37,10,37,10
French Open,2017-05-30,Grand Slam,Clay,1st Round,Struff J.L.,Berdych T.,Berdych T.,47,14,14,47
French Open,2017-05-31,Grand Slam,Clay,2nd Round,Johnson S.,Coric B.,Johnson S.,26,40,26,40
French Open,2017-05-31,Grand Slam,Clay,2nd Round,Nadal R.,Haase R.,Nadal R.,4,46,4,46
French Open,2017-06-01,Grand Slam,Clay,2nd Round,Lopez F.,Ferrer D.,Lopez F.,36,33,36,33
French Open,2017-06-01,Grand Slam,Clay,2nd Round,Lorenzi P.,Isner J.,Isner J.,34,22,22,34
French Open,2017-06-01,Grand Slam,Clay,2nd Round,Murray A.,Klizan M.,Murray A.,1,50,1,50
French Open,2017-06-02,Grand Slam,Clay,3rd Round,Carreno Busta P.,Dimitrov G.,Carreno Busta P.,21,13,21,13
French Open,2017-06-02,Grand Slam,Clay,3rd Round,Johnson S.,Thiem D.,Thiem D.,26,7,7,26
French Open,2017-06-02,Grand Slam,Clay,3rd Round,Djokovic N.,Schwartzman D.,Djokovic N.,2,41,2,41
French Open,2017-06-02,Grand Slam,Clay,3rd Round,Pouille L.,Ramos-Vinolas A.,Ramos-Vinolas A.,17,20,20,17
French Open,2017-06-03,Grand Slam,Clay,3rd Round,Cilic M.,Lopez F.,Cilic M.,8,36,8,36
French Open,2017-06-03,Grand Slam,Clay,3rd Round,Murray A.,Del Potro J. M.,Murray A.,1,30,1,30
French Open,2017-06-03,Grand Slam,Clay,3rd Round,Cuevas P.,Verdasco F.,Verdasco F.,23,37,37,23
French Open,2017-06-03,Grand Slam,Clay,3rd Round,Wawrinka S.,Fognini F.,Wawrinka S.,3,29,3,29
French Open,2017-06-04,Grand Slam,Clay,4th Round,Raonic M.,Carreno Busta P.,Carreno Busta P.,6,21,21,6
French Open,2017-06-04,Grand Slam,Clay,4th Round,Nadal R.,Bautista Agut R.,Nadal R.,4,18,4,18
French Open,2017-06-04,Grand Slam,Clay,4th Round,Djokovic N.,Ramos-Vinolas A.,Djokovic N.,2,20,2,20
French Open,2017-06-05,Grand Slam,Clay,4th Round,Nishikori K.,Verdasco F.,Nishikori K.,9,37,9,37
French Open,2017-06-05,Grand Slam,Clay,4th Round,Monfils G.,Wawrinka S.,Wawrinka S.,16,3,3,16
French Open,2017-06-07,Grand Slam,Clay,Quarterfinals,Thiem D.,Djokovic N.,Thiem D.,7,2,7,2
French Open,2017-06-07,Grand Slam,Clay,Quarterfinals,Nishikori K.,Murray A.,Murray A.,9,1,1,9
French Open,2017-06-07,Grand Slam,Clay,Quarterfinals,Wawrinka S.,Cilic M.,Wawrinka S.,3,8,3,8
French Open,2017-06-09,Grand Slam,Clay,Semifinals,Murray A.,Wawrinka S.,Wawrinka S.,1,3,3,1
French Open,2017-06-09,Grand Slam,Clay,Semifinals,Nadal R.,Thiem D.,Nadal R.,4,7,4,7
French Open,2017-06-11,Grand Slam,Clay,The Final,Wawrinka S.,Nadal R.,Nadal R.,3,4,4,3
Ricoh Open,2017-06-17,ATP250,Grass,Semifinals,Zverev A.,Muller G.,Muller G.,10,28,28,10
Ricoh Open,2017-06-17,ATP250,Grass,Semifinals,Karlovic I.,Cilic M.,Karlovic I.,24,7,24,7
Ricoh Open,2017-06-18,ATP250,Grass,The Final,Karlovic I.,Muller G.,Muller G.,24,28,28,24
Mercedes Cup,2017-06-13,ATP250,Grass,1st Round,Troicki V.,Paire B.,Paire B.,40,49,49,40
Mercedes Cup,2017-06-13,ATP250,Grass,1st Round,Simon G.,Lopez F.,Lopez F.,34,33,33,34
Mercedes Cup,2017-06-15,ATP250,Grass,2nd Round,Berdych T.,Tomic B.,Berdych T.,14,48,14,48
Mercedes Cup,2017-06-16,ATP250,Grass,Quarterfinals,Berdych T.,Lopez F.,Lopez F.,14,33,33,14
Mercedes Cup,2017-06-17,ATP250,Grass,Semifinals,Zverev M.,Lopez F.,Lopez F.,31,33,33,31
Mercedes Cup,2017-06-17,ATP250,Grass,Semifinals,Pouille L.,Paire B.,Pouille L.,16,49,16,49
Mercedes Cup,2017-06-18,ATP250,Grass,The Final,Lopez F.,Pouille L.,Pouille L.,33,16,16,33
Gerry Weber Open,2017-06-19,ATP500,Grass,1st Round,Monfils G.,Gasquet R.,Gasquet R.,16,30,30,16
Gerry Weber Open,2017-06-20,ATP500,Grass,1st Round,Verdasco F.,Nishikori K.,Nishikori K.,34,9,9,34
Gerry Weber Open,2017-06-20,ATP500,Grass,1st Round,Haase R.,Ferrer D.,Haase R.,42,37,42,37
Gerry Weber Open,2017-06-20,ATP500,Grass,1st Round,Simon G.,Khachanov K.,Khachanov K.,35,38,38,35
Gerry Weber Open,2017-06-20,ATP500,Grass,1st Round,Zverev A.,Lorenzi P.,Zverev A.,12,33,12,33
Gerry Weber Open,2017-06-20,ATP500,Grass,1st Round,Struff J.L.,Pouille L.,Pouille L.,49,15,15,49
Gerry Weber Open,2017-06-21,ATP500,Grass,2nd Round,Thiem D.,Haase R.,Haase R.,8,42,42,8
Gerry Weber Open,2017-06-22,ATP500,Grass,2nd Round,Federer R.,Zverev M.,Federer R.,5,29,5,29
Gerry Weber Open,2017-06-23,ATP500,Grass,Quarterfinals,Gasquet R.,Haase R.,Gasquet R.,30,42,30,42
Gerry Weber Open,2017-06-23,ATP500,Grass,Quarterfinals,Zverev A.,Bautista Agut R.,Zverev A.,12,19,12,19
Gerry Weber Open,2017-06-24,ATP500,Grass,Semifinals,Khachanov K.,Federer R.,Federer R.,38,5,5,38
Gerry Weber Open,2017-06-24,ATP500,Grass,Semifinals,Zverev A.,Gasquet R.,Zverev A.,12,30,12,30
Gerry Weber Open,2017-06-25,ATP500,Grass,The Final,Zverev A.,Federer R.,Federer R.,12,5,5,12
AEGON Championships,2017-06-19,ATP500,Grass,1st Round,Harrison R.,Dimitrov G.,Dimitrov G.,41,11,11,41
AEGON Championships,2017-06-20,ATP500,Grass,1st Round,Wawrinka S.,Lopez F.,Lopez F.,3,32,32,3
AEGON Championships,2017-06-20,ATP500,Grass,1st Round,Isner J.,Cilic M.,Cilic M.,21,7,7,21
AEGON Championships,2017-06-21,ATP500,Grass,2nd Round,Muller G.,Tsonga J.W.,Muller G.,26,10,26,10
AEGON Championships,2017-06-23,ATP500,Grass,Quarterfinals,Querrey S.,Muller G.,Muller G.,28,26,26,28
AEGON Championships,2017-06-23,ATP500,Grass,Quarterfinals,Lopez F.,Berdych T.,Lopez F.,32,14,32,14
AEGON Championships,2017-06-24,ATP500,Grass,Semifinals,Muller G.,Cilic M.,Cilic M.,26,7,7,26
AEGON Championships,2017-06-24,ATP500,Grass,Semifinals,Lopez F.,Dimitrov G.,Lopez F.,32,11,32,11
AEGON Championships,2017-06-25,ATP500,Grass,The Final,Cilic M.,Lopez F.,Lopez F.,7,32,32,7
AEGON International,2017-06-26,ATP250,Grass,1st Round,Young D.,Edmund K.,Young D.,47,48,47,48
AEGON International,2017-06-28,ATP250,Grass,1st Round,Zverev M.,Harrison R.,Zverev M.,30,41,30,41
AEGON International,2017-06-29,ATP250,Grass,2nd Round,Gasquet R.,Anderson K.,Gasquet R.,27,45,27,45
AEGON International,2017-06-29,ATP250,Grass,Quarterfinals,Young D.,Djokovic N.,Djokovic N.,47,4,4,47
AEGON International,2017-06-29,ATP250,Grass,Quarterfinals,Gasquet R.,Isner J.,Gasquet R.,27,21,27,21
AEGON International,2017-06-30,ATP250,Grass,Semifinals,Monfils G.,Gasquet R.,Monfils G.,16,27,16,27
AEGON International,2017-07-01,ATP250,Grass,The Final,Monfils G.,Djokovic N.,Djokovic N.,16,4,4,16
Wimbledon,2017-07-03,Grand Slam,Grass,1st Round,Verdasco F.,Anderson K.,Anderson K.,35,42,42,35
Wimbledon,2017-07-03,Grand Slam,Grass,1st Round,Wawrinka S.,Medvedev D.,Medvedev D.,3,49,49,3
Wimbledon,2017-07-04,Grand Slam,Grass,1st Round,Gasquet R.,Ferrer D.,Ferrer D.,27,39,39,27
Wimbledon,2017-07-04,Grand Slam,Grass,1st Round,Harrison R.,Coric B.,Harrison R.,41,45,41,45
Wimbledon,2017-07-04,Grand Slam,Grass,1st Round,Schwartzman D.,Dimitrov G.,Dimitrov G.,37,11,11,37
Wimbledon,2017-07-05,Grand Slam,Grass,2nd Round,Vesely J.,Fognini F.,Fognini F.,48,29,29,48
Wimbledon,2017-07-05,Grand Slam,Grass,2nd Round,Nadal R.,Young D.,Nadal R.,2,43,2,43
Wimbledon,2017-07-06,Grand Slam,Grass,2nd Round,Edmund K.,Monfils G.,Monfils G.,50,14,14,50
Wimbledon,2017-07-06,Grand Slam,Grass,2nd Round,Thiem D.,Simon G.,Thiem D.,8,36,8,36
Wimbledon,2017-07-06,Grand Slam,Grass,2nd Round,Harrison R.,Berdych T.,Berdych T.,41,15,15,41
Wimbledon,2017-07-07,Grand Slam,Grass,3rd Round,Bautista Agut R.,Nishikori K.,Bautista Agut R.,19,9,19,9
Wimbledon,2017-07-07,Grand Slam,Grass,3rd Round,Cilic M.,Johnson S.,Cilic M.,6,31,6,31
Wimbledon,2017-07-07,Grand Slam,Grass,3rd Round,Nadal R.,Khachanov K.,Nadal R.,2,34,2,34
Wimbledon,2017-07-07,Grand Slam,Grass,3rd Round,Fognini F.,Murray A.,Murray A.,29,1,1,29
Wimbledon,2017-07-08,Grand Slam,Grass,3rd Round,Raonic M.,Ramos-Vinolas A.,Raonic M.,7,22,7,22
Wimbledon,2017-07-08,Grand Slam,Grass,3rd Round,Tsonga J.W.,Querrey S.,Querrey S.,10,28,28,10
Wimbledon,2017-07-08,Grand Slam,Grass,3rd Round,Berdych T.,Ferrer D.,Berdych T.,15,39,15,39
Wimbledon,2017-07-08,Grand Slam,Grass,3rd Round,Federer R.,Zverev M.,Federer R.,5,30,5,30
Wimbledon,2017-07-10,Grand Slam,Grass,4th Round,Bautista Agut R.,Cilic M.,Cilic M.,19,6,6,19
Wimbledon,2017-07-10,Grand Slam,Grass,4th Round,Querrey S.,Anderson K.,Querrey S.,28,42,28,42
Wimbledon,2017-07-10,Grand Slam,Grass,4th Round,Paire B.,Murray A.,Murray A.,46,1,1,46
Wimbledon,2017-07-10,Grand Slam,Grass,4th Round,Berdych T.,Thiem D.,Berdych T.,15,8,15,8
Wimbledon,2017-07-10,Grand Slam,Grass,4th Round,Nadal R.,Muller G.,Muller G.,2,26,26,2
Wimbledon,2017-07-10,Grand Slam,Grass,4th Round,Raonic M.,Zverev A.,Raonic M.,7,12,7,12
Wimbledon,2017-07-10,Grand Slam,Grass,4th Round,Dimitrov G.,Federer R.,Federer R.,11,5,5,11
Wimbledon,2017-07-12,Grand Slam,Grass,Quarterfinals,Muller G.,Cilic M.,Cilic M.,26,6,6,26
Wimbledon,2017-07-12,Grand Slam,Grass,Quarterfinals,Querrey S.,Murray A.,Querrey S.,28,1,28,1
Wimbledon,2017-07-12,Grand Slam,Grass,Quarterfinals,Raonic M.,Federer R.,Federer R.,7,5,5,7
Wimbledon,2017-07-14,Grand Slam,Grass,Semifinals,Cilic M.,Querrey S.,Cilic M.,6,28,6,28
Wimbledon,2017-07-14,Grand Slam,Grass,Semifinals,Berdych T.,Federer R.,Federer R.,15,5,5,15
Wimbledon,2017-07-16,Grand Slam,Grass,The Final,Federer R.,Cilic M.,Federer R.,5,6,5,6
SkiStar Swedish Open,2017-07-21,ATP250,Clay,Quarterfinals,Ramos-Vinolas A.,Verdasco F.,Verdasco F.,24,39,39,24
SkiStar Swedish Open,2017-07-22,ATP250,Clay,Semifinals,Ferrer D.,Verdasco F.,Ferrer D.,46,39,46,39
Croatia Open,2017-07-19,ATP250,Clay,2nd Round,Lorenzi P.,Bedene A.,Lorenzi P.,34,48,34,48
BB&T Atlanta Open,2017-07-29,ATP250,Hard,Quarterfinals,Sock J.,Edmund K.,Edmund K.,19,45,45,19
BB&T Atlanta Open,2017-07-29,ATP250,Hard,Semifinals,Isner J.,Muller G.,Isner J.,20,22,20,22
BB&T Atlanta Open,2017-07-30,ATP250,Hard,Semifinals,Edmund K.,Harrison R.,Harrison R.,45,42,42,45
BB&T Atlanta Open,2017-07-30,ATP250,Hard,The Final,Isner J.,Harrison R.,Isner J.,20,42,20,42
Suisse Open Gstaad,2017-07-28,ATP250,Clay,Quarterfinals,Goffin D.,Haase R.,Haase R.,13,50,50,13
Suisse Open Gstaad,2017-07-29,ATP250,Clay,Semifinals,Fognini F.,Bautista Agut R.,Fognini F.,31,18,31,18
German Tennis Championships,2017-07-27,ATP500,Clay,2nd Round,Bedene A.,Khachanov K.,Khachanov K.,46,32,32,46
