Tournament,Date,Series,Surface,Round,Player_1,Player_2,Winner,Rank_1,Rank_2,Winner_rank,Loser_rank
Internazionali BNL d'Italia,2020-09-18,Masters 1000,Clay,3rd Round,Lajovic D.,Nadal R.,Nadal R.,25,2,2,25
Internazionali BNL d'Italia,2020-09-19,Masters 1000,Clay,Quarterfinals,Ruud C.,Berrettini M.,Ruud C.,34,8,34,8
Internazionali BNL d'Italia,2020-09-19,Masters 1000,Clay,Quarterfinals,Shapovalov D.,Dimitrov G.,Shapovalov D.,14,22,14,22
Internazionali BNL d'Italia,2020-09-19,Masters 1000,Clay,Quarterfinals,Nadal R.,Schwartzman D.,Schwartzman D.,2,15,15,2
Internazionali BNL d'Italia,2020-09-20,Masters 1000,Clay,Semifinals,Djokovic N.,Ruud C.,Djokovic N.,1,34,1,34
Internazionali BNL d'Italia,2020-09-20,Masters 1000,Clay,Semifinals,Shapovalov D.,Schwartzman D.,Schwartzman D.,14,15,15,14
Internazionali BNL d'Italia,2020-09-21,Masters 1000,Clay,The Final,Djokovic N.,Schwartzman D.,Djokovic N.,1,15,1,15
German Tennis Championships,2020-09-21,ATP500,Clay,1st Round,Rublev A.,Sandgren T.,Rublev A.,14,48,14,48
German Tennis Championships,2020-09-22,ATP500,Clay,1st Round,Nishikori K.,Garin C.,Garin C.,35,22,22,35
German Tennis Championships,2020-09-22,ATP500,Clay,1st Round,Bautista Agut R.,Basilashvili N.,Bautista Agut R.,11,33,11,33
German Tennis Championships,2020-09-22,ATP500,Clay,1st Round,Auger-Aliassime F.,Sonego L.,Auger-Aliassime F.,21,46,21,46
German Tennis Championships,2020-09-22,ATP500,Clay,1st Round,Khachanov K.,Struff J.L.,Khachanov K.,16,32,16,32
German Tennis Championships,2020-09-22,ATP500,Clay,1st Round,Medvedev D.,Humbert U.,Humbert U.,5,41,41,5
German Tennis Championships,2020-09-22,ATP500,Clay,1st Round,Lajovic D.,Mannarino A.,Lajovic D.,24,38,24,38
German Tennis Championships,2020-09-23,ATP500,Clay,1st Round,Evans D.,Tsitsipas S.,Tsitsipas S.,34,6,6,34
German Tennis Championships,2020-09-24,ATP500,Clay,2nd Round,Lajovic D.,Khachanov K.,Lajovic D.,24,16,24,16
German Tennis Championships,2020-09-24,ATP500,Clay,2nd Round,Fognini F.,Ruud C.,Ruud C.,15,30,30,15
German Tennis Championships,2020-09-25,ATP500,Clay,Quarterfinals,Rublev A.,Bautista Agut R.,Rublev A.,14,11,14,11
German Tennis Championships,2020-09-25,ATP500,Clay,Quarterfinals,Lajovic D.,Tsitsipas S.,Tsitsipas S.,24,6,6,24
German Tennis Championships,2020-09-25,ATP500,Clay,Quarterfinals,Ruud C.,Humbert U.,Ruud C.,30,41,30,41
German Tennis Championships,2020-09-26,ATP500,Clay,Semifinals,Rublev A.,Ruud C.,Rublev A.,14,30,14,30
German Tennis Championships,2020-09-26,ATP500,Clay,Semifinals,Garin C.,Tsitsipas S.,Tsitsipas S.,22,6,6,22
German Tennis Championships,2020-09-27,ATP500,Clay,The Final,Rublev A.,Tsitsipas S.,Rublev A.,14,6,14,6
French Open,2020-09-27,Grand Slam,Clay,1st Round,Evans D.,Nishikori K.,Nishikori K.,34,35,35,34
French Open,2020-09-27,Grand Slam,Clay,1st Round,Kecmanovic M.,Schwartzman D.,Schwartzman D.,41,14,14,41
French Open,2020-09-28,Grand Slam,Clay,1st Round,Cilic M.,Thiem D.,Thiem D.,40,3,3,40
French Open,2020-09-28,Grand Slam,Clay,1st Round,Monfils G.,Bublik A.,Bublik A.,9,49,49,9
French Open,2020-09-28,Grand Slam,Clay,1st Round,Sandgren T.,Hurkacz H.,Sandgren T.,47,31,47,31
French Open,2020-09-28,Grand Slam,Clay,1st Round,Ramos-Vinolas A.,Mannarino A.,Ramos-Vinolas A.,44,39,44,39
French Open,2020-09-28,Grand Slam,Clay,1st Round,Carreno Busta P.,Millman J.,Carreno Busta P.,18,43,18,43
French Open,2020-09-29,Grand Slam,Clay,1st Round,Rublev A.,Querrey S.,Rublev A.,12,48,12,48
French Open,2020-09-29,Grand Slam,Clay,1st Round,Gasquet R.,Bautista Agut R.,Bautista Agut R.,50,10,10,50
French Open,2020-09-30,Grand Slam,Clay,2nd Round,Bublik A.,Sonego L.,Sonego L.,49,46,46,49
French Open,2020-10-01,Grand Slam,Clay,2nd Round,Pella G.,Carreno Busta P.,Carreno Busta P.,37,18,18,37
French Open,2020-10-02,Grand Slam,Clay,3rd Round,Ruud C.,Thiem D.,Thiem D.,25,3,3,25
French Open,2020-10-02,Grand Slam,Clay,3rd Round,Fritz T.,Sonego L.,Sonego L.,30,46,46,30
French Open,2020-10-03,Grand Slam,Clay,3rd Round,Bautista Agut R.,Carreno Busta P.,Carreno Busta P.,10,18,18,10
French Open,2020-10-03,Grand Slam,Clay,3rd Round,Garin C.,Khachanov K.,Khachanov K.,19,16,16,19
French Open,2020-10-04,Grand Slam,Clay,4th Round,Schwartzman D.,Sonego L.,Schwartzman D.,14,46,14,46
French Open,2020-10-05,Grand Slam,Clay,4th Round,Tsitsipas S.,Dimitrov G.,Tsitsipas S.,6,20,6,20
French Open,2020-10-05,Grand Slam,Clay,4th Round,Khachanov K.,Djokovic N.,Djokovic N.,16,1,1,16
French Open,2020-10-06,Grand Slam,Clay,Quarterfinals,Thiem D.,Schwartzman D.,Schwartzman D.,3,14,14,3
French Open,2020-10-07,Grand Slam,Clay,Quarterfinals,Rublev A.,Tsitsipas S.,Tsitsipas S.,12,6,6,12
French Open,2020-10-07,Grand Slam,Clay,Quarterfinals,Djokovic N.,Carreno Busta P.,Djokovic N.,1,18,1,18
French Open,2020-10-09,Grand Slam,Clay,Semifinals,Schwartzman D.,Nadal R.,Nadal R.,14,2,2,14
French Open,2020-10-09,Grand Slam,Clay,Semifinals,Djokovic N.,Tsitsipas S.,Djokovic N.,1,6,1,6
French Open,2020-10-11,Grand Slam,Clay,The Final,Djokovic N.,Nadal R.,Nadal R.,1,2,2,1
bett1HULKS Indoors,2020-10-16,ATP250,Hard,Quarterfinals,Hurkacz H.,Bautista Agut R.,Bautista Agut R.,31,13,13,31
bett1HULKS Indoors,2020-10-17,ATP250,Hard,Semifinals,Bautista Agut R.,Auger-Aliassime F.,Auger-Aliassime F.,13,22,22,13
bett1HULKS Indoors,2020-10-18,ATP250,Hard,The Final,Zverev A.,Auger-Aliassime F.,Zverev A.,7,22,7,22
St. Petersburg Open,2020-10-12,ATP250,Hard,1st Round,Wawrinka S.,Evans D.,Wawrinka S.,18,34,18,34
St. Petersburg Open,2020-10-15,ATP250,Hard,2nd Round,Rublev A.,Humbert U.,Rublev A.,10,38,10,38
St. Petersburg Open,2020-10-15,ATP250,Hard,2nd Round,Medvedev D.,Opelka R.,Opelka R.,6,36,36,6
St. Petersburg Open,2020-10-16,ATP250,Hard,Quarterfinals,Wawrinka S.,Shapovalov D.,Shapovalov D.,18,12,12,18
St. Petersburg Open,2020-10-16,ATP250,Hard,Quarterfinals,Coric B.,Opelka R.,Coric B.,27,36,27,36
St. Petersburg Open,2020-10-16,ATP250,Hard,Quarterfinals,Khachanov K.,Raonic M.,Raonic M.,17,21,21,17
St. Petersburg Open,2020-10-17,ATP250,Hard,Semifinals,Rublev A.,Shapovalov D.,Rublev A.,10,12,10,12
St. Petersburg Open,2020-10-17,ATP250,Hard,Semifinals,Raonic M.,Coric B.,Coric B.,21,27,27,21
St. Petersburg Open,2020-10-18,ATP250,Hard,The Final,Rublev A.,Coric B.,Rublev A.,10,27,10,27
European Open,2020-10-21,ATP250,Hard,1st Round,Fritz T.,Opelka R.,Fritz T.,28,33,28,33
European Open,2020-10-21,ATP250,Hard,2nd Round,Carreno Busta P.,Humbert U.,Humbert U.,15,38,38,15
European Open,2020-10-23,ATP250,Hard,Quarterfinals,Evans D.,Khachanov K.,Evans D.,35,17,35,17
European Open,2020-10-24,ATP250,Hard,Semifinals,Humbert U.,Evans D.,Humbert U.,38,35,38,35
European Open,2020-10-24,ATP250,Hard,Semifinals,Dimitrov G.,De Minaur A.,De Minaur A.,20,29,29,20
European Open,2020-10-25,ATP250,Hard,The Final,Humbert U.,De Minaur A.,Humbert U.,38,29,38,29
bett1HULKS Championship,2020-10-21,ATP250,Hard,2nd Round,Kecmanovic M.,Mannarino A.,Mannarino A.,39,41,41,39
bett1HULKS Championship,2020-10-21,ATP250,Hard,2nd Round,Millman J.,Zverev A.,Zverev A.,44,7,7,44
bett1HULKS Championship,2020-10-23,ATP250,Hard,Quarterfinals,Mannarino A.,Zverev A.,Zverev A.,41,7,7,41
bett1HULKS Championship,2020-10-24,ATP250,Hard,Semifinals,Sinner J.,Zverev A.,Zverev A.,46,7,7,46
bett1HULKS Championship,2020-10-24,ATP250,Hard,Semifinals,Schwartzman D.,Auger-Aliassime F.,Schwartzman D.,9,22,9,22
bett1HULKS Championship,2020-10-25,ATP250,Hard,The Final,Schwartzman D.,Zverev A.,Zverev A.,9,7,7,9
Astana Open,2020-11-01,ATP250,Hard,The Final,Millman J.,Mannarino A.,Millman J.,45,39,45,39
Erste Bank Open,2020-10-26,ATP500,Hard,1st Round,Fritz T.,Coric B.,Coric B.,29,24,24,29
Erste Bank Open,2020-10-27,ATP500,Hard,1st Round,Khachanov K.,Dimitrov G.,Dimitrov G.,18,20,20,18
Erste Bank Open,2020-10-27,ATP500,Hard,1st Round,Krajinovic F.,Djokovic N.,Djokovic N.,30,1,1,30
Erste Bank Open,2020-10-27,ATP500,Hard,1st Round,Sonego L.,Lajovic D.,Sonego L.,42,26,42,26
Erste Bank Open,2020-10-27,ATP500,Hard,1st Round,Garin C.,Wawrinka S.,Garin C.,22,19,22,19
Erste Bank Open,2020-10-28,ATP500,Hard,1st Round,Sinner J.,Ruud C.,Sinner J.,43,27,43,27
Erste Bank Open,2020-10-28,ATP500,Hard,1st Round,Struff J.L.,Tsitsipas S.,Tsitsipas S.,34,5,5,34
Erste Bank Open,2020-10-28,ATP500,Hard,2nd Round,Coric B.,Djokovic N.,Djokovic N.,24,1,1,24
Erste Bank Open,2020-10-29,ATP500,Hard,2nd Round,Sonego L.,Hurkacz H.,Sonego L.,42,31,42,31
Erste Bank Open,2020-10-29,ATP500,Hard,2nd Round,Thiem D.,Garin C.,Thiem D.,3,22,3,22
Erste Bank Open,2020-10-29,ATP500,Hard,2nd Round,Tsitsipas S.,Dimitrov G.,Dimitrov G.,5,20,20,5
Erste Bank Open,2020-10-30,ATP500,Hard,Quarterfinals,Thiem D.,Rublev A.,Rublev A.,3,8,8,3
Erste Bank Open,2020-10-30,ATP500,Hard,Quarterfinals,Sonego L.,Djokovic N.,Sonego L.,42,1,42,1
Erste Bank Open,2020-10-30,ATP500,Hard,Quarterfinals,Dimitrov G.,Evans D.,Evans D.,20,33,33,20
Erste Bank Open,2020-10-31,ATP500,Hard,Semifinals,Sonego L.,Evans D.,Sonego L.,42,33,42,33
Erste Bank Open,2020-11-01,ATP500,Hard,The Final,Sonego L.,Rublev A.,Rublev A.,42,8,8,42
BNP Paribas Masters,2020-11-02,Masters 1000,Hard,1st Round,Basilashvili N.,Struff J.L.,Struff J.L.,39,35,35,39
BNP Paribas Masters,2020-11-02,Masters 1000,Hard,1st Round,Humbert U.,Ruud C.,Humbert U.,34,27,34,27
BNP Paribas Masters,2020-11-02,Masters 1000,Hard,1st Round,Auger-Aliassime F.,Cilic M.,Cilic M.,21,43,43,21
BNP Paribas Masters,2020-11-03,Masters 1000,Hard,1st Round,Wawrinka S.,Evans D.,Wawrinka S.,20,31,20,31
BNP Paribas Masters,2020-11-03,Masters 1000,Hard,1st Round,Bublik A.,Sonego L.,Sonego L.,49,32,32,49
BNP Paribas Masters,2020-11-03,Masters 1000,Hard,1st Round,Lajovic D.,Mannarino A.,Mannarino A.,26,36,36,26
BNP Paribas Masters,2020-11-03,Masters 1000,Hard,1st Round,Kecmanovic M.,Millman J.,Kecmanovic M.,42,38,42,38
BNP Paribas Masters,2020-11-03,Masters 1000,Hard,2nd Round,Carreno Busta P.,Struff J.L.,Carreno Busta P.,15,35,15,35
BNP Paribas Masters,2020-11-03,Masters 1000,Hard,2nd Round,Tsitsipas S.,Humbert U.,Humbert U.,6,34,34,6
BNP Paribas Masters,2020-11-04,Masters 1000,Hard,2nd Round,Sonego L.,De Minaur A.,De Minaur A.,32,25,25,32
BNP Paribas Masters,2020-11-04,Masters 1000,Hard,2nd Round,Zverev A.,Kecmanovic M.,Zverev A.,7,42,7,42
BNP Paribas Masters,2020-11-05,Masters 1000,Hard,3rd Round,Medvedev D.,De Minaur A.,Medvedev D.,5,25,5,25
BNP Paribas Masters,2020-11-05,Masters 1000,Hard,3rd Round,Humbert U.,Cilic M.,Humbert U.,34,43,34,43
BNP Paribas Masters,2020-11-05,Masters 1000,Hard,3rd Round,Mannarino A.,Zverev A.,Zverev A.,36,7,7,36
BNP Paribas Masters,2020-11-05,Masters 1000,Hard,3rd Round,Wawrinka S.,Rublev A.,Wawrinka S.,20,8,20,8
BNP Paribas Masters,2020-11-06,Masters 1000,Hard,Quarterfinals,Schwartzman D.,Medvedev D.,Medvedev D.,9,5,5,9
BNP Paribas Masters,2020-11-06,Masters 1000,Hard,Quarterfinals,Raonic M.,Humbert U.,Raonic M.,17,34,17,34
BNP Paribas Masters,2020-11-06,Masters 1000,Hard,Quarterfinals,Carreno Busta P.,Nadal R.,Nadal R.,15,2,2,15
BNP Paribas Masters,2020-11-06,Masters 1000,Hard,Quarterfinals,Zverev A.,Wawrinka S.,Zverev A.,7,20,7,20
BNP Paribas Masters,2020-11-07,Masters 1000,Hard,Semifinals,Raonic M.,Medvedev D.,Medvedev D.,17,5,5,17
BNP Paribas Masters,2020-11-07,Masters 1000,Hard,Semifinals,Zverev A.,Nadal R.,Zverev A.,7,2,7,2
BNP Paribas Masters,2020-11-08,Masters 1000,Hard,The Final,Zverev A.,Medvedev D.,Medvedev D.,7,5,5,7
Sofia Open,2020-11-12,ATP250,Hard,Quarterfinals,De Minaur A.,Sinner J.,Sinner J.,25,44,44,25
Sofia Open,2020-11-13,ATP250,Hard,Semifinals,Sinner J.,Mannarino A.,Sinner J.,44,35,44,35
Masters Cup,2020-11-15,Masters Cup,Hard,Round Robin,Tsitsipas S.,Thiem D.,Thiem D.,6,3,3,6
Masters Cup,2020-11-15,Masters Cup,Hard,Round Robin,Nadal R.,Rublev A.,Nadal R.,2,8,2,8
Masters Cup,2020-11-16,Masters Cup,Hard,Round Robin,Schwartzman D.,Djokovic N.,Djokovic N.,9,1,1,9
Masters Cup,2020-11-16,Masters Cup,Hard,Round Robin,Medvedev D.,Zverev A.,Medvedev D.,4,7,4,7
Masters Cup,2020-11-17,Masters Cup,Hard,Round Robin,Nadal R.,Thiem D.,Thiem D.,2,3,3,2
Masters Cup,2020-11-17,Masters Cup,Hard,Round Robin,Tsitsipas S.,Rublev A.,Tsitsipas S.,6,8,6,8
Masters Cup,2020-11-18,Masters Cup,Hard,Round Robin,Schwartzman D.,Zverev A.,Zverev A.,9,7,7,9
Masters Cup,2020-11-18,Masters Cup,Hard,Round Robin,Medvedev D.,Djokovic N.,Medvedev D.,4,1,4,1
Masters Cup,2020-11-19,Masters Cup,Hard,Round Robin,Thiem D.,Rublev A.,Rublev A.,3,8,8,3
Masters Cup,2020-11-19,Masters Cup,Hard,Round Robin,Nadal R.,Tsitsipas S.,Nadal R.,2,6,2,6
Masters Cup,2020-11-20,Masters Cup,Hard,Round Robin,Zverev A.,Djokovic N.,Djokovic N.,7,1,1,7
Masters Cup,2020-11-20,Masters Cup,Hard,Round Robin,Medvedev D.,Schwartzman D.,Medvedev D.,4,9,4,9
Masters Cup,2020-11-21,Masters Cup,Hard,Semifinals,Djokovic N.,Thiem D.,Thiem D.,1,3,3,1
Masters Cup,2020-11-21,Masters Cup,Hard,Semifinals,Medvedev D.,Nadal R.,Medvedev D.,4,2,4,2
Masters Cup,2020-11-22,Masters Cup,Hard,The Final,Thiem D.,Medvedev D.,Medvedev D.,3,4,4,3
Antalya Open,2021-01-11,ATP250,Hard,Quarterfinals,Berrettini M.,Bublik A.,Bublik A.,10,49,49,10
Antalya Open,2021-01-11,ATP250,Hard,Quarterfinals,De Minaur A.,Basilashvili N.,De Minaur A.,23,40,23,40
Antalya Open,2021-01-12,ATP250,Hard,Semifinals,Goffin D.,De Minaur A.,De Minaur A.,16,23,23,16
Great Ocean Road Open,2021-02-05,ATP250,Hard,Quarterfinals,Sinner J.,Kecmanovic M.,Sinner J.,36,42,36,42
Great Ocean Road Open,2021-02-06,ATP250,Hard,Semifinals,Sinner J.,Khachanov K.,Sinner J.,36,20,36,20
Murray River Open,2021-02-05,ATP250,Hard,3rd Round,Kyrgios N.,Coric B.,Coric B.,47,25,25,47
Murray River Open,2021-02-05,ATP250,Hard,Quarterfinals,Coric B.,Evans D.,Evans D.,25,33,33,25
Murray River Open,2021-02-07,ATP250,Hard,The Final,Auger-Aliassime F.,Evans D.,Evans D.,21,33,33,21
Australian Open,2021-02-08,Grand Slam,Hard,1st Round,Fritz T.,Ramos-Vinolas A.,Fritz T.,31,46,31,46
Australian Open,2021-02-08,Grand Slam,Hard,1st Round,Carreno Busta P.,Nishikori K.,Carreno Busta P.,16,42,16,42
Australian Open,2021-02-08,Grand Slam,Hard,1st Round,Dimitrov G.,Cilic M.,Dimitrov G.,21,43,21,43
Australian Open,2021-02-08,Grand Slam,Hard,1st Round,Shapovalov D.,Sinner J.,Shapovalov D.,12,32,12,32
Australian Open,2021-02-09,Grand Slam,Hard,1st Round,Pella G.,Coric B.,Coric B.,44,25,25,44
Australian Open,2021-02-10,Grand Slam,Hard,2nd Round,Lajovic D.,Bublik A.,Lajovic D.,27,45,27,45
Australian Open,2021-02-10,Grand Slam,Hard,2nd Round,Opelka R.,Fritz T.,Fritz T.,38,31,31,38
Australian Open,2021-02-10,Grand Slam,Hard,2nd Round,Kecmanovic M.,Mannarino A.,Mannarino A.,41,36,36,41
Australian Open,2021-02-10,Grand Slam,Hard,2nd Round,Humbert U.,Kyrgios N.,Kyrgios N.,34,47,47,34
Australian Open,2021-02-12,Grand Slam,Hard,3rd Round,Zverev A.,Mannarino A.,Zverev A.,7,36,7,36
Australian Open,2021-02-12,Grand Slam,Hard,3rd Round,Auger-Aliassime F.,Shapovalov D.,Auger-Aliassime F.,19,12,19,12
Australian Open,2021-02-12,Grand Slam,Hard,3rd Round,Kyrgios N.,Thiem D.,Thiem D.,47,3,3,47
Australian Open,2021-02-12,Grand Slam,Hard,3rd Round,Djokovic N.,Fritz T.,Djokovic N.,1,31,1,31
Australian Open,2021-02-13,Grand Slam,Hard,3rd Round,Krajinovic F.,Medvedev D.,Medvedev D.,33,4,4,33
Australian Open,2021-02-13,Grand Slam,Hard,3rd Round,Berrettini M.,Khachanov K.,Berrettini M.,10,20,10,20
Australian Open,2021-02-13,Grand Slam,Hard,3rd Round,De Minaur A.,Fognini F.,Fognini F.,23,17,17,23
Australian Open,2021-02-14,Grand Slam,Hard,4th Round,Dimitrov G.,Thiem D.,Dimitrov G.,21,3,21,3
Australian Open,2021-02-14,Grand Slam,Hard,4th Round,Lajovic D.,Zverev A.,Zverev A.,27,7,7,27
Australian Open,2021-02-14,Grand Slam,Hard,4th Round,Djokovic N.,Raonic M.,Djokovic N.,1,14,1,14
Australian Open,2021-02-15,Grand Slam,Hard,4th Round,Nadal R.,Fognini F.,Nadal R.,2,17,2,17
Australian Open,2021-02-16,Grand Slam,Hard,Quarterfinals,Djokovic N.,Zverev A.,Djokovic N.,1,7,1,7
Australian Open,2021-02-17,Grand Slam,Hard,Quarterfinals,Rublev A.,Medvedev D.,Medvedev D.,8,4,4,8
Australian Open,2021-02-17,Grand Slam,Hard,Quarterfinals,Tsitsipas S.,Nadal R.,Tsitsipas S.,6,2,6,2
Australian Open,2021-02-19,Grand Slam,Hard,Semifinals,Medvedev D.,Tsitsipas S.,Medvedev D.,4,6,4,6
Australian Open,2021-02-21,Grand Slam,Hard,The Final,Medvedev D.,Djokovic N.,Djokovic N.,4,1,1,4
Cordoba Open,2021-02-26,ATP250,Clay,Quarterfinals,Ramos-Vinolas A.,Schwartzman D.,Ramos-Vinolas A.,47,9,47,9
Open Sud de France,2021-02-26,ATP250,Hard,Quarterfinals,Goffin D.,Sonego L.,Goffin D.,15,36,15,36
Open Sud de France,2021-02-26,ATP250,Hard,Quarterfinals,Humbert U.,Bautista Agut R.,Bautista Agut R.,32,13,13,32
Open Sud de France,2021-02-28,ATP250,Hard,The Final,Goffin D.,Bautista Agut R.,Goffin D.,15,13,15,13
Argentina Open,2021-03-06,ATP250,Clay,Semifinals,Schwartzman D.,Kecmanovic M.,Schwartzman D.,9,42,9,42
ABN AMRO World Tennis Tournament,2021-03-01,ATP500,Hard,1st Round,Auger-Aliassime F.,Nishikori K.,Nishikori K.,19,45,45,19
ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Hard,1st Round,De Minaur A.,Millman J.,De Minaur A.,23,39,23,39
ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Hard,1st Round,Hurkacz H.,Mannarino A.,Hurkacz H.,30,36,30,36
ABN AMRO World Tennis Tournament,2021-03-02,ATP500,Hard,1st Round,Wawrinka S.,Khachanov K.,Khachanov K.,20,21,21,20
ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Hard,1st Round,Zverev A.,Bublik A.,Bublik A.,7,43,43,7
ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Hard,1st Round,Medvedev D.,Lajovic D.,Lajovic D.,3,27,27,3
ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Hard,1st Round,Goffin D.,Struff J.L.,Goffin D.,14,37,14,37
ABN AMRO World Tennis Tournament,2021-03-03,ATP500,Hard,2nd Round,Nishikori K.,De Minaur A.,Nishikori K.,45,23,45,23
ABN AMRO World Tennis Tournament,2021-03-04,ATP500,Hard,2nd Round,Hurkacz H.,Tsitsipas S.,Tsitsipas S.,30,6,6,30
ABN AMRO World Tennis Tournament,2021-03-04,ATP500,Hard,2nd Round,Coric B.,Lajovic D.,Coric B.,26,27,26,27
ABN AMRO World Tennis Tournament,2021-03-05,ATP500,Hard,Quarterfinals,Tsitsipas S.,Khachanov K.,Tsitsipas S.,6,21,6,21
ABN AMRO World Tennis Tournament,2021-03-05,ATP500,Hard,Quarterfinals,Coric B.,Nishikori K.,Coric B.,26,45,26,45
ABN AMRO World Tennis Tournament,2021-03-06,ATP500,Hard,Semifinals,Rublev A.,Tsitsipas S.,Rublev A.,8,6,8,6
Qatar Exxon Mobil Open,2021-03-08,ATP250,Hard,1st Round,Millman J.,Basilashvili N.,Basilashvili N.,41,42,42,41
Qatar Exxon Mobil Open,2021-03-08,ATP250,Hard,1st Round,Sonego L.,Fritz T.,Fritz T.,35,33,33,35
Qatar Exxon Mobil Open,2021-03-08,ATP250,Hard,1st Round,Opelka R.,Bautista Agut R.,Bautista Agut R.,39,13,13,39
Qatar Exxon Mobil Open,2021-03-09,ATP250,Hard,1st Round,Lajovic D.,Fucsovics M.,Fucsovics M.,27,46,46,27
Qatar Exxon Mobil Open,2021-03-09,ATP250,Hard,1st Round,Krajinovic F.,Goffin D.,Goffin D.,32,14,14,32
Qatar Exxon Mobil Open,2021-03-10,ATP250,Hard,2nd Round,Karatsev A.,Thiem D.,Thiem D.,45,4,4,45
Qatar Exxon Mobil Open,2021-03-10,ATP250,Hard,2nd Round,Bautista Agut R.,Bublik A.,Bautista Agut R.,13,44,13,44
Qatar Exxon Mobil Open,2021-03-10,ATP250,Hard,2nd Round,Goffin D.,Fritz T.,Fritz T.,14,33,33,14
Qatar Exxon Mobil Open,2021-03-10,ATP250,Hard,2nd Round,Evans D.,Federer R.,Federer R.,28,6,6,28
Qatar Exxon Mobil Open,2021-03-11,ATP250,Hard,Quarterfinals,Shapovalov D.,Fritz T.,Fritz T.,11,33,33,11
Qatar Exxon Mobil Open,2021-03-11,ATP250,Hard,Quarterfinals,Basilashvili N.,Federer R.,Basilashvili N.,42,6,42,6
Qatar Exxon Mobil Open,2021-03-11,ATP250,Hard,Quarterfinals,Thiem D.,Bautista Agut R.,Bautista Agut R.,4,13,13,4
Qatar Exxon Mobil Open,2021-03-12,ATP250,Hard,Semifinals,Bautista Agut R.,Rublev A.,Bautista Agut R.,13,8,13,8
Qatar Exxon Mobil Open,2021-03-12,ATP250,Hard,Semifinals,Fritz T.,Basilashvili N.,Basilashvili N.,33,42,42,33
Qatar Exxon Mobil Open,2021-03-13,ATP250,Hard,The Final,Basilashvili N.,Bautista Agut R.,Basilashvili N.,42,13,42,13
Open 13,2021-03-12,ATP250,Hard,Quarterfinals,Sinner J.,Medvedev D.,Medvedev D.,34,3,3,34
Abierto Mexicano,2021-03-17,ATP500,Hard,1st Round,Tsitsipas S.,Paire B.,Tsitsipas S.,5,31,5,31
Abierto Mexicano,2021-03-18,ATP500,Hard,2nd Round,Kecmanovic M.,Dimitrov G.,Dimitrov G.,46,16,16,46
Abierto Mexicano,2021-03-18,ATP500,Hard,2nd Round,Isner J.,Tsitsipas S.,Tsitsipas S.,27,5,5,27
Abierto Mexicano,2021-03-19,ATP500,Hard,Quarterfinals,Auger-Aliassime F.,Tsitsipas S.,Tsitsipas S.,18,5,5,18
Abierto Mexicano,2021-03-21,ATP500,Hard,The Final,Tsitsipas S.,Zverev A.,Zverev A.,5,7,7,5
Dubai Tennis Championships,2021-03-14,ATP500,Hard,1st Round,Nishikori K.,Opelka R.,Nishikori K.,41,38,41,38
Dubai Tennis Championships,2021-03-16,ATP500,Hard,2nd Round,Hurkacz H.,Gasquet R.,Hurkacz H.,35,49,35,49
Dubai Tennis Championships,2021-03-16,ATP500,Hard,2nd Round,Evans D.,Karatsev A.,Karatsev A.,28,42,42,28
Dubai Tennis Championships,2021-03-16,ATP500,Hard,2nd Round,Shapovalov D.,Struff J.L.,Shapovalov D.,12,39,12,39
Dubai Tennis Championships,2021-03-16,ATP500,Hard,2nd Round,Sinner J.,Bublik A.,Sinner J.,32,43,32,43
Dubai Tennis Championships,2021-03-16,ATP500,Hard,2nd Round,Fucsovics M.,Carreno Busta P.,Fucsovics M.,44,15,44,15
Dubai Tennis Championships,2021-03-16,ATP500,Hard,2nd Round,Basilashvili N.,Fritz T.,Fritz T.,36,30,30,36
Dubai Tennis Championships,2021-03-16,ATP500,Hard,2nd Round,Nishikori K.,Goffin D.,Nishikori K.,41,13,41,13
Dubai Tennis Championships,2021-03-17,ATP500,Hard,3rd Round,Hurkacz H.,Shapovalov D.,Shapovalov D.,35,12,12,35
Dubai Tennis Championships,2021-03-17,ATP500,Hard,3rd Round,Bautista Agut R.,Sinner J.,Sinner J.,11,32,32,11
Dubai Tennis Championships,2021-03-17,ATP500,Hard,3rd Round,Karatsev A.,Sonego L.,Karatsev A.,42,37,42,37
Dubai Tennis Championships,2021-03-17,ATP500,Hard,3rd Round,Fucsovics M.,Lajovic D.,Fucsovics M.,44,26,44,26
Dubai Tennis Championships,2021-03-17,ATP500,Hard,3rd Round,Fritz T.,Rublev A.,Rublev A.,30,8,8,30
Dubai Tennis Championships,2021-03-18,ATP500,Hard,Quarterfinals,Karatsev A.,Sinner J.,Karatsev A.,42,32,42,32
Dubai Tennis Championships,2021-03-18,ATP500,Hard,Quarterfinals,Rublev A.,Fucsovics M.,Rublev A.,8,44,8,44
Dubai Tennis Championships,2021-03-19,ATP500,Hard,Semifinals,Karatsev A.,Rublev A.,Karatsev A.,42,8,42,8
Miami Open,2021-03-27,Masters 1000,Hard,2nd Round,Cilic M.,Garin C.,Cilic M.,45,20,45,20
Miami Open,2021-03-27,Masters 1000,Hard,2nd Round,Kecmanovic M.,Mannarino A.,Mannarino A.,46,36,36,46
